product_name,quantity,selling_price,total_sales,brand_name,company,category_name,subcategory_name,bill_date,latitude,longitude,country,bill_ID
LONDONDERRY,1.0,50.0,50.0,PARLE LONDONDERRY,PARLE PRODS,CONFECTIONERY - TOFFEE/HBC,HARD B  CANDIES,2020-01-05,33.50367267,-111.9292365,Arizona,500
MAGGI MASALA,1.0,12.0,12.0,MAGGI,NESTLE INDIA,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-05,33.50367267,-111.9292365,Arizona,500
ZOOPY,1.0,5.0,5.0,ZOOPY,SUPREME NUTRI GRAIN PVT LTD,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-05,33.50367267,-111.9292365,Arizona,500
FALERO,1.0,120.0,120.0,MAPRO,MAPRO,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-05,33.557573600000005,-111.89913759999999,Arizona,501
TREAT JAM,2.0,10.0,20.0,TREAT,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,33.557573600000005,-111.89913759999999,Arizona,501
COLGATE DENTALCREAM,1.0,134.0,134.0,COLGATE DENTALCREAM,COLGATE-PALMOLIVE,TOOTH PASTES,TOOTH PASTES,2020-01-05,33.5386903,-111.8876449,Arizona,502
MPS,1.0,70.0,70.0,MPS,MPS FOOD PRODUCTS,KETCHUPS/SAUCES,KETCHUPS/SAUCES,2020-01-05,33.5386903,-111.8876449,Arizona,502
ODONIL,1.0,45.0,45.0,ODONIL,DABUR,ALL AIR FRESHNERS,SOLIDS,2020-01-05,33.5386903,-111.8876449,Arizona,502
BRITANNIA BOURBON,1.0,9.8,9.8,BRITANNIA BOURBON,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,33.58081393,-111.8819009,Arizona,503
NATIONAL,1.0,55.0,55.0,NATIONAL,NATIONAL PRODUCT,SALTY SNACKS ,GATHIA/PAPRI/RIBLON,2020-01-05,33.58081393,-111.8819009,Arizona,503
PASSPASS PULSE,2.0,130.0,260.0,PASSPASS PULSE,DHARAMPAL SATYAPAL,CONFECTIONERY - TOFFEE/HBC,HARD B  CANDIES,2020-01-05,33.58081393,-111.8819009,Arizona,503
TREAT JAM,1.0,10.0,10.0,TREAT,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,40.062586100000004,-83.04120859999999,Ohio,504
YELLOW DIAMOND,4.0,10.0,40.0,YELLOW DIAMOND,PRATAAP SNACKS PVT LTD,SALTY SNACKS ,POTATO WAFERS,2020-01-05,38.875450799999996,-77.0061574,Washington DC,505
SUNDAY,1.0,93.0,93.0,SUNDAY,LIBERTY OIL MILLS,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,2020-01-05,34.86836335,-111.7619956,Arizona,506
EVEREST,5.0,32.0,160.0,EVEREST,S NARENDRA KUMAR,SPICES ,PURE,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
GARDEN,1.0,35.0,35.0,GARDEN,ANUBHAV INDS,SALTY SNACKS ,POTATO WAFERS,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
GOLDEN OREO,2.0,10.0,20.0,OREO,MONDELEZ INTERNATIONAL,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
GOOD DAY CASHEW,1.0,38.75,38.75,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
HIDE & SEEK CREME SANDWICH,1.0,25.0,25.0,PARLE HIDE & SEEK,PARLE PRODS,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
HIMALAYA DIAPER RASH,1.0,94.0,94.0,HIMALAYA,HIMALAYA DRUG,SKIN CREAMS,ANTISEPTIC CREAMS,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
SOCIETY LEAF,1.0,40.0,40.0,SOCIETY,HASMUKHRAI & CO,PACKAGED TEA,MAIN PACKS,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
TANG,2.0,5.0,10.0,TANG,MONDELEZ INTERNATIONAL,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
VITA MARIE GOLD,2.0,40.0,80.0,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
WARANA,1.0,23.0,23.0,WARANA,WARANA MILK & MILK PROD LTD,PACKAGED PURE GHEE,PACKAGED PURE GHEE,2020-01-05,31.55986474,-110.25793859999999,Arizona,507
5 STAR,1.0,10.0,10.0,5 STAR,MONDELEZ INTERNATIONAL,CHOCOLATE,COUNT,2020-01-05,33.63829071,-112.3590925,Arizona,508
50-50 REGULAR,1.0,10.0,10.0,50-50,BRITANNIA INDS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-05,33.63829071,-112.3590925,Arizona,508
HIDE & SEEK CHOCOLATE CHIP,1.0,9.5,9.5,PARLE HIDE & SEEK,PARLE PRODS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-05,33.63829071,-112.3590925,Arizona,508
SOCIETY LEAF,1.0,5.0,5.0,SOCIETY,HASMUKHRAI & CO,PACKAGED TEA,MAIN PACKS,2020-01-05,33.63829071,-112.3590925,Arizona,508
BROOKE BOND RED LABEL NAT CARE,1.0,126.0,126.0,RED LABEL,HINDUSTAN UNILEVER LIMITED,PACKAGED TEA,MAIN PACKS,2020-01-05,33.41798134,-111.9404017,Arizona,509
HIC ALOK SHAKTI,1.0,9.8,9.8,HIC,YUVRAJ INDUSTRIES,SCOURING PADS/SCRUBS,SCOURING PADS,2020-01-05,33.41798134,-111.9404017,Arizona,509
MAGGI MASALA,1.0,12.0,12.0,MAGGI,NESTLE INDIA,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-05,33.41798134,-111.9404017,Arizona,509
MONACO,1.0,10.0,10.0,MONACO,PARLE PRODS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-05,33.41798134,-111.9404017,Arizona,509
BRITANNIA,1.0,108.0,108.0,BRITANNIA,BRITANNIA DAIRY PVT LTD,CHEESE        ,PROCESSED CHEESE,2020-01-05,40.77318864,-82.58981117,Ohio,510
HALDIRAM OTHER NUTS,2.0,10.0,20.0,HALDIRAM,HALDIRAM,SALTY SNACKS ,NUTS,2020-01-05,40.77318864,-82.58981117,Ohio,510
JELIMALS FRUITY BEARS,1.0,9.5,9.5,JELIMALS,I T C,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-05,40.77318864,-82.58981117,Ohio,510
UTTAM,1.0,22.0,22.0,UTTAM,SHRI BHAGAWATI FOODS,PACKAGED ATTA ,SOOJI,2020-01-05,40.77318864,-82.58981117,Ohio,510
VANISH,1.0,190.0,190.0,VANISH,RECKITT BENCKISER,PRE-POST WASH PRODUCTS,STAIN REMOVERS,2020-01-05,40.77318864,-82.58981117,Ohio,510
GOOD DAY CHOCOLATE,1.0,9.8,9.8,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-05,33.348634000000004,-111.965379,Arizona,511
YOLI YOLA,1.0,10.0,10.0,YOLI YOLA,U FOODS INDIA PVT LTD,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-05,33.43336835,-111.90183619999999,Arizona,512
DABUR RED,1.0,19.0,19.0,DABUR,DABUR,TOOTH PASTES,TOOTH PASTES,2020-01-05,33.349788800000006,-111.90155890000001,Arizona,513
EVEREST,1.0,10.0,10.0,EVEREST,S NARENDRA KUMAR,SPICES ,BLENDED,2020-01-05,33.349788800000006,-111.90155890000001,Arizona,513
KELLOGG'S KPAK CRUNCHY BITES,1.0,10.0,10.0,KELLOGG'S KPAK,KELLOGG'S INDIA,BREAKFAST CEREALS,READY TO EAT CEREALS,2020-01-05,33.349788800000006,-111.90155890000001,Arizona,513
MYSORE SANDAL,1.0,38.0,38.0,MYSORE SANDAL,KARNATAKA SOAPS,TOILET SOAPS ,PREMIUM,2020-01-05,33.349788800000006,-111.90155890000001,Arizona,513
SARGAM,2.0,5.0,10.0,SARGAM,SHIVANI DETERGENT PVT LTD,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,2020-01-05,33.37791758,-111.92908500000001,Arizona,514
SOCIETY LEAF,1.0,10.0,10.0,SOCIETY,HASMUKHRAI & CO,PACKAGED TEA,MAIN PACKS,2020-01-05,33.37791758,-111.92908500000001,Arizona,514
MAGGI MASALA,2.0,11.75,,MAGGI,NESTLE INDIA,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-05,32.1639328,-110.9897341,Arizona,515
SAFFOLA TASTY BLEND,1.0,1000.0,1000.0,SAFFOLA,MARICO INDS,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,2020-01-05,32.1639328,-110.9897341,Arizona,515
SNICKERS,2.0,10.0,20.0,SNICKERS,MARS INTERNATIONAL INDIA P LTD,CHOCOLATE,COUNT,2020-01-05,32.1639328,-110.9897341,Arizona,515
FORTUNE,1.0,104.0,104.0,FORTUNE,ADANI WILMAR,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,2020-01-05,41.63640278,-83.47841837,Ohio,516
BRITANNIA BOURBON,2.0,9.8,19.6,BRITANNIA BOURBON,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,32.2861099,-110.97555190000001,Arizona,517
GEMS BFF,1.0,10.0,10.0,GEMS,MONDELEZ INTERNATIONAL,CHOCOLATE,SUGAR PANNED,2020-01-05,32.2861099,-110.97555190000001,Arizona,517
KITKAT,2.0,10.0,20.0,KIT KAT,NESTLE INDIA,CHOCOLATE,COATED WAFER BISC,2020-01-05,32.2861099,-110.97555190000001,Arizona,517
MARIE GOLD REGULAR,1.0,4.9,4.9,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-05,32.2861099,-110.97555190000001,Arizona,517
MONACO,1.0,5.0,5.0,MONACO,PARLE PRODS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-05,32.2861099,-110.97555190000001,Arizona,517
PONDS DREAMFLOWER,1.0,40.0,40.0,POND'S,HINDUSTAN UNILEVER LIMITED,TALCUM POWDERS,TALCUM POWDERS,2020-01-05,32.2861099,-110.97555190000001,Arizona,517
CHEETOS CHEEZ PUFF,1.0,10.0,,CHEETOS,PEPSICO INDIA,SALTY SNACKS ,EXTRUDED SNACKS,2020-01-05,32.26238951,-110.94412630000001,Arizona,518
HARPIC POWER PLUS,1.0,86.0,86.0,HARPIC POWER,RECKITT BENCKISER,CLEANERS - TOILET,LIQUIDS,2020-01-05,32.26238951,-110.94412630000001,Arizona,518
LAYS CARIBBEAN STYLE,1.0,10.0,10.0,LAYS,PEPSICO INDIA,SALTY SNACKS ,POTATO WAFERS,2020-01-05,32.26238951,-110.94412630000001,Arizona,518
LIZOL DISINFECT FLR CLNR,1.0,89.0,89.0,LIZOL,RECKITT BENCKISER,CLEANERS - FLOOR,LIQUIDS,2020-01-05,32.26238951,-110.94412630000001,Arizona,518
ZOOPY,2.0,5.0,10.0,ZOOPY,SUPREME NUTRI GRAIN PVT LTD,VERMICELLI & NOODLE,NOODLES,2020-01-05,32.26238951,-110.94412630000001,Arizona,518
AMUL,1.0,110.0,110.0,AMUL,G C M M F,CHEESE        ,PROCESSED CHEESE,2020-01-05,39.51031133,-84.74267472,Ohio,519
DETTOL ORIGINAL,2.0,209.0,418.0,DETTOL,RECKITT BENCKISER,LIQUID TOILET SOAPS  ,HAND WASH,2020-01-05,39.51031133,-84.74267472,Ohio,519
DOVE CREAM BEAUTY BATHING BAR,1.0,24.0,24.0,DOVE,HINDUSTAN UNILEVER LIMITED,TOILET SOAPS ,PREMIUM,2020-01-05,39.51031133,-84.74267472,Ohio,519
ELEPHANT,1.0,33.0,33.0,ELEPHANT,HATHI CHHAP SEV,VERMICELLI & NOODLE,VERMICILLI,2020-01-05,39.51031133,-84.74267472,Ohio,519
GOOD DAY BUTTER,2.0,10.0,20.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-05,39.51031133,-84.74267472,Ohio,519
HALDIRAM ALU BHUJIA,1.0,35.0,35.0,HALDIRAM,HALDIRAM,SALTY SNACKS ,SEV BHUJIA,2020-01-05,39.51031133,-84.74267472,Ohio,519
KELLOGG'S CORNFLAKE CORN,1.0,95.0,95.0,KELLOGG'S CORNFLAKES,KELLOGG'S INDIA,BREAKFAST CEREALS,READY TO EAT CEREALS,2020-01-05,39.51031133,-84.74267472,Ohio,519
SUNNY,1.0,37.0,37.0,SUNNY,SUNNY HOME CARE PVT LTD,CLEANERS - FLOOR,LIQUIDS,2020-01-05,39.51031133,-84.74267472,Ohio,519
WHEEL GREEN,1.0,27.0,27.0,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-05,39.51031133,-84.74267472,Ohio,519
CADBURY SHOTS,1.0,10.0,10.0,CADBURY SHOTS,MONDELEZ INTERNATIONAL,CHOCOLATE,CHOCOLATE PANNED,2020-01-05,32.25002328,-110.8909247,Arizona,520
CINTHOL LIME,1.0,21.0,21.0,CINTHOL,GODREJ CONSUMER PRODS,TOILET SOAPS ,PREMIUM,2020-01-05,32.25002328,-110.8909247,Arizona,520
GANDOUR,1.0,10.0,10.0,GANDOUR,GANDOUR INDIA FOOD PROCESSING,CHOCOLATE,COATED WAFER BISC,2020-01-05,32.25002328,-110.8909247,Arizona,520
GEMS BFF,1.0,10.0,10.0,GEMS,MONDELEZ INTERNATIONAL,CHOCOLATE,SUGAR PANNED,2020-01-05,32.25002328,-110.8909247,Arizona,520
LEVER AYUSH PURIFYING TURMERIC,1.0,30.0,30.0,LEVER AYUSH,HINDUSTAN UNILEVER LIMITED,TOILET SOAPS ,POPULAR,2020-01-05,32.25002328,-110.8909247,Arizona,520
PARACHUTE,1.0,37.5,37.5,PARACHUTE,MARICO INDS,COCONUT OIL PKTYP ,BRANDED,2020-01-05,32.25002328,-110.8909247,Arizona,520
EVEREST,1.0,27.0,27.0,EVEREST,S NARENDRA KUMAR,SPICES ,PURE,2020-01-05,32.21917539,-110.8654868,Arizona,521
EXO DISH WASH BAR,4.0,20.0,80.0,EXO,JYOTHY LABORATORIES,CLEANERS - UTENSIL,TRADITIONAL,2020-01-05,32.21917539,-110.8654868,Arizona,521
GEMS,2.0,5.0,10.0,GEMS,MONDELEZ INTERNATIONAL,CHOCOLATE,SUGAR PANNED,2020-01-05,32.21917539,-110.8654868,Arizona,521
TIDE,1.0,106.0,106.0,TIDE,PROCTER & GAMBLE,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-05,32.21917539,-110.8654868,Arizona,521
WHEEL GREEN,1.0,53.0,53.0,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-05,32.21917539,-110.8654868,Arizona,521
HARPIC POWER PLUS,1.0,168.0,168.0,HARPIC POWER,RECKITT BENCKISER,CLEANERS - TOILET,LIQUIDS,2020-01-05,32.25026413,-110.85154299999999,Arizona,522
MAMY POKO PANTS STANDARD,3.0,10.0,30.0,MAMY POKO PANTS,UNICHARM INDIA PVT LTD,DIAPERS       ,DIAPERS       (8/93),2020-01-05,32.25026413,-110.85154299999999,Arizona,522
GOOD DAY CASHEW,2.0,38.75,77.5,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-05,32.3435616,-111.01341969999999,Arizona,523
NILON'S,1.0,20.0,20.0,NILON'S,NILON'S ENTERPRISES,VERMICELLI & NOODLE,VERMICILLI,2020-01-05,32.3435616,-111.01341969999999,Arizona,523
PARLE-G,1.0,19.5,19.5,PARLE-G,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-05,32.3435616,-111.01341969999999,Arizona,523
SUNFEAST BOUNCE PINEAPPLE ZING,1.0,10.0,10.0,SUNFEAST BOUNCE,I T C,BISCUITS - CORE & NON CORE,CREAM,2020-01-05,32.3435616,-111.01341969999999,Arizona,523
TATA SALT,1.0,10.0,10.0,TATA,TATA CHEM,ALL IODISED SALT,POWDERED SALT,2020-01-05,32.3435616,-111.01341969999999,Arizona,523
WHEEL ACTIVE,3.0,10.0,30.0,WHEEL,HINDUSTAN UNILEVER LIMITED,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,2020-01-05,32.3435616,-111.01341969999999,Arizona,523
MONACO,1.0,9.75,9.75,MONACO,PARLE PRODS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-06,41.72503302,-81.24837338,Ohio,524
SAFFOLA GOLD,1.0,699.0,699.0,SAFFOLA,MARICO INDS,REFINED EDIBLE OILS-ALL PACKS,BLENDED OIL,2020-01-06,41.72503302,-81.24837338,Ohio,524
EVEREADY 1015,2.0,14.0,28.0,EVEREADY,EVEREADY INDS,BATTERIES,NON-ALKALINE,2020-01-06,32.23192171,-110.9574618,Arizona,525
SNICKERS,1.0,10.0,10.0,SNICKERS,MARS INTERNATIONAL INDIA P LTD,CHOCOLATE,COUNT,2020-01-06,32.20596149,-110.7901435,Arizona,526
CHEETOS CHEEZ PUFF,1.0,10.0,10.0,CHEETOS,PEPSICO INDIA,SALTY SNACKS ,EXTRUDED SNACKS,2020-01-06,32.699728,-114.60106840000002,Arizona,527
SUNFEAST MOM'S MGC CSHW & ALND,1.0,35.0,35.0,SUNFEAST MOM'S MAGIC,I T C,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-06,32.699728,-114.60106840000002,Arizona,527
GOOD DAY CASHEW,10.0,10.0,100.0,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-06,38.9100169,-77.0321815,Washington DC,528
CHUPA CHUPS SOUR BELT,2.0,5.0,10.0,CHUPA CHUPS,PERFETTI VAN MELLE,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-06,32.69987814,-114.60100320000001,Arizona,529
TATA SALT,1.0,11.0,11.0,TATA,TATA CHEM,ALL IODISED SALT,POWDERED SALT,2020-01-06,32.69987814,-114.60100320000001,Arizona,529
50-50 MSK CK,10.0,10.0,100.0,50-50,BRITANNIA INDS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-06,36.33465562,-94.18511392,Arkansas,530
BRITANNIA BOURBON,10.0,10.0,100.0,BRITANNIA BOURBON,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-06,36.33465562,-94.18511392,Arkansas,530
CHUPA CHUPS SOUR BELT,2.0,5.0,10.0,CHUPA CHUPS,PERFETTI VAN MELLE,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-06,36.33465562,-94.18511392,Arkansas,530
DAIRY MILK,1.0,10.0,10.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,36.33465562,-94.18511392,Arkansas,530
DAIRY MILK,1.0,20.0,20.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,36.33465562,-94.18511392,Arkansas,530
GEMS BFF,1.0,10.0,10.0,GEMS,MONDELEZ INTERNATIONAL,CHOCOLATE,SUGAR PANNED,2020-01-06,36.33465562,-94.18511392,Arkansas,530
GOLDEN OREO,10.0,10.0,100.0,OREO,MONDELEZ INTERNATIONAL,BISCUITS - CORE & NON CORE,CREAM,2020-01-06,36.33465562,-94.18511392,Arkansas,530
GONE MAD,1.0,5.0,5.0,GONE MAD,GARUDA POLYFEX FOOD PVT LTD,BISCUITS - CORE & NON CORE,WAFER CREAM,2020-01-06,36.33465562,-94.18511392,Arkansas,530
LAYS MAGIC MASALA,1.0,20.0,20.0,LAYS,PEPSICO INDIA,SALTY SNACKS ,POTATO WAFERS,2020-01-06,36.33465562,-94.18511392,Arkansas,530
MAGGI NUTRILICIOUS ATTA NOODLE,1.0,25.0,25.0,MAGGI,NESTLE INDIA,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-06,36.33465562,-94.18511392,Arkansas,530
PARLE-G GOLD,1.0,20.0,20.0,PARLE-G GOLD,PARLE PRODS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-06,36.33465562,-94.18511392,Arkansas,530
SUNFEAST DARK FANTSY CHOCOFILS,1.0,10.0,10.0,SUNFEAST DARK FANTASY,I T C,BISCUITS - CORE & NON CORE,CREAM,2020-01-06,36.33465562,-94.18511392,Arkansas,530
SUNFEAST YIPPEE MAGIC MASALA,2.0,5.0,10.0,SUNFEAST YIPPEE NOODLES,I T C,VERMICELLI & NOODLE,INSTANT NOODLES,2020-01-06,36.33465562,-94.18511392,Arkansas,530
TIGER GLUCOSE,20.0,5.0,100.0,TIGER,BRITANNIA INDS,BISCUITS - CORE & NON CORE,GLUCOSE,2020-01-06,36.33465562,-94.18511392,Arkansas,530
CHUPA CHUPS SOUR BITES,1.0,10.0,10.0,CHUPA CHUPS,PERFETTI VAN MELLE,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-06,35.09108728,-92.41823378,Arkansas,531
GOOD DAY CASHEW,2.0,38.75,77.5,GOOD DAY,BRITANNIA INDS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-06,35.09108728,-92.41823378,Arkansas,531
HAPPY HAPPY,2.0,10.0,20.0,PARLE HAPPY HAPPY,PARLE PRODS,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-06,35.09108728,-92.41823378,Arkansas,531
AMUL,1.0,90.0,90.0,AMUL,G C M M F,PACKAGED PURE GHEE,PACKAGED PURE GHEE,2020-01-06,36.11273655,-94.14538540000001,Arkansas,532
TREAT JAM,1.0,10.0,10.0,TREAT,BRITANNIA INDS,BISCUITS - CORE & NON CORE,CREAM,2020-01-06,36.11273655,-94.14538540000001,Arkansas,532
DAIRY MILK,2.0,5.0,10.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,36.0667367,-94.16612579,Arkansas,533
EVEREST,1.0,65.0,65.0,EVEREST,APRICOT FOOD PVT LTD,SPICES ,BLENDED,2020-01-06,36.0667367,-94.16612579,Arkansas,533
MONACO,1.0,28.75,28.75,MONACO,PARLE PRODS,BISCUITS - CORE & NON CORE,SALT CRACKER,2020-01-06,36.0667367,-94.16612579,Arkansas,533
CHUPA CHUPS,1.0,5.0,5.0,CHUPA CHUPS,PERFETTI VAN MELLE,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,2020-01-06,34.75201037,-92.34153181,Arkansas,534
DAIRY MILK,4.0,10.0,40.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,34.75201037,-92.34153181,Arkansas,534
MARIE GOLD REGULAR,2.0,9.8,19.6,MARIE GOLD,BRITANNIA INDS,BISCUITS - CORE & NON CORE,MARIE,2020-01-06,34.75201037,-92.34153181,Arkansas,534
ZOOPY,1.0,10.0,10.0,ZOOPY,SUPREME NUTRI GRAIN PVT LTD,VERMICELLI & NOODLE,NOODLES,2020-01-06,34.75201037,-92.34153181,Arkansas,534
CHUPA CHUPS SOUR BITES,1.0,10.0,10.0,CHUPA CHUPS,PERFETTI VAN MELLE,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-06,34.79354122,-92.40036711,Arkansas,535
HALDIRAM OTHER MIXTURE,1.0,9.5,9.5,HALDIRAM,HALDIRAM,SALTY SNACKS ,MIX/CHIVRA/CHANACHUR,2020-01-06,34.79354122,-92.40036711,Arkansas,535
KISMI BAR,1.0,2.0,2.0,PARLE KISMI BAR,PARLE PRODS,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-06,34.79354122,-92.40036711,Arkansas,535
DAIRY MILK,1.0,10.0,10.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,37.756120700000004,-122.25011370000001,California,536
PARLE KRACK JACK,1.0,5.0,5.0,PARLE KRACK JACK,PARLE PRODS,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,2020-01-06,37.756120700000004,-122.25011370000001,California,536
PASSPASS PULSE,2.0,0.79,1.58,PASSPASS PULSE,DHARAMPAL SATYAPAL,CONFECTIONERY - TOFFEE/HBC,HARD B  CANDIES,2020-01-06,41.66226127,-81.24063036,Ohio,537
VIM,1.0,30.0,30.0,VIM,HINDUSTAN UNILEVER LIMITED,CLEANERS - UTENSIL,TRADITIONAL,2020-01-06,41.66226127,-81.24063036,Ohio,537
BRITANNIA,1.0,70.0,70.0,BRITANNIA,BRITANNIA DAIRY PVT LTD,CHEESE        ,PROCESSED CHEESE,2020-01-06,38.846545,-76.9804408,Washington DC,538
FORTUNE,2.0,115.0,230.0,FORTUNE,ADANI WILMAR,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,2020-01-06,38.846545,-76.9804408,Washington DC,538
TATA SALT,1.0,19.0,19.0,TATA,TATA CHEM,ALL IODISED SALT,POWDERED SALT,2020-01-06,38.846545,-76.9804408,Washington DC,538
CHING'S SECRET,1.0,9.75,9.75,CHING'S SECRET,CAPITAL FOODS,SPICES ,BLENDED,2020-01-06,41.36190553,-81.68551993,Ohio,539
DAIRY MILK,1.0,10.0,10.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,41.36190553,-81.68551993,Ohio,539
ORAL-B 123,1.0,25.0,25.0,ORAL-B,PROCTER & GAMBLE,TOOTH BRUSH   ,MANUAL,2020-01-06,41.36190553,-81.68551993,Ohio,539
PRIYAGOLD COCONUT CRACKLE,2.0,5.0,10.0,PRIYAGOLD,SURYA FOOD & AGRO,BISCUITS - CORE & NON CORE,SWEET/COOKIES,2020-01-06,41.36190553,-81.68551993,Ohio,539
TANG,1.0,30.0,30.0,TANG,MONDELEZ INTERNATIONAL,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,2020-01-06,41.36190553,-81.68551993,Ohio,539
TATA SALT,1.0,18.5,18.5,TATA,TATA CHEM,ALL IODISED SALT,POWDERED SALT,2020-01-06,41.36190553,-81.68551993,Ohio,539
VANISH SHAKTI O2,1.0,15.0,15.0,VANISH,RECKITT BENCKISER,PRE-POST WASH PRODUCTS,STAIN REMOVERS,2020-01-06,41.36190553,-81.68551993,Ohio,539
PERK,2.0,9.75,19.5,PERK,MONDELEZ INTERNATIONAL,CHOCOLATE,COATED WAFER BISC,2020-01-06,41.38412076,-81.73831607,Ohio,540
GEMS,1.0,5.0,5.0,GEMS,MONDELEZ INTERNATIONAL,CHOCOLATE,SUGAR PANNED,2020-01-06,41.54849501,-83.60068009999999,Ohio,541
5 STAR,1.0,9.75,9.75,5 STAR,MONDELEZ INTERNATIONAL,CHOCOLATE,COUNT,2020-01-06,37.78614101,-122.28120659999999,California,542
CHUPA CHUPS SOUR BELT,1.0,5.0,5.0,CHUPA CHUPS,PERFETTI VAN MELLE,CONFECTIONERY - TOFFEE/HBC,TOFFEES,2020-01-06,37.78614101,-122.28120659999999,California,542
WAGH BAKRI PATTI LEAF,2.0,10.0,20.0,WAGH BAKRI,GUJ TEA PROCESSORS,PACKAGED TEA,MAIN PACKS,2020-01-06,37.78614101,-122.28120659999999,California,542
DAIRY MILK,1.0,10.0,10.0,CADBURY DAIRY MILK,MONDELEZ INTERNATIONAL,CHOCOLATE,MOULDED,2020-01-06,34.092555299999994,-118.1458415,California,543
